battery_id,cycle_number,capacity_ah,discharge_capacity_ah,charge_capacity_ah,voltage_mean,voltage_min,voltage_max,current_mean,current_min,current_max,temperature_mean,temperature_min,temperature_max,charge_time,discharge_time,internal_resistance,energy_wh,coulombic_efficiency,timestamp
BATTERY_001,1,4.500838302478527,4.500838302478527,4.4504077841762975,3.6129272404021333,3.375120217956514,3.834203370264327,-1.3015046772833894,-2.2964004916769327,0.5187206251242671,23.699324455019156,22.62154296302187,24.746049887879792,3495.5779035711626,3208.418001840525,0.018325831588818123,15.732739869201206,1.011331662343738,2020-01-01
BATTERY_001,2,4.491780095362557,4.491780095362557,4.49743475453871,3.58237988820938,3.2855408745657306,3.97703108622891,-1.2549677089800289,-2.6658531120756264,0.17261175046209742,25.18048277261858,24.083351394982422,27.587779054352374,3672.90313185457,3785.4354030258523,0.018546957921236906,16.44219259758224,0.9987426923380165,2020-01-02
BATTERY_001,3,4.501532707174839,4.501532707174839,4.515620728237127,3.601847557046962,3.2783279839323236,3.9746752924110687,-1.6334301027536742,-2.971409800987742,0.6834602349713821,24.14251962976993,21.90210143231817,27.443567235203965,3020.601054868545,2909.8548729203258,0.018314417348849508,16.56041521080133,0.9968801584742951,2020-01-03
BATTERY_001,4,4.501683388298347,4.501683388298347,4.472483081452253,3.594202327923548,3.2925278726038396,3.8549313548311748,-1.633717571489498,-2.9465194629153473,-0.5520569303978864,24.750426559415732,22.567148850256203,26.051086672653565,3404.638301385006,3319.028864957557,0.01772440216616778,16.20493505422032,1.0065288803365606,2020-01-04
BATTERY_001,5,4.483343788868077,4.483343788868077,4.44247690881094,3.5957376891175383,3.2472882476548888,3.930771832393748,-1.4241282160665776,-2.149737420298422,0.04698715992778002,27.82659356253246,25.164413516536438,31.03226163851454,3820.171594676258,3308.2136527725356,0.018406531559982484,15.678356583731857,1.009199120422232,2020-01-05
BATTERY_001,6,4.486246922958826,4.486246922958826,4.423623511021184,3.5904934890664837,3.2896212753201537,3.8838971605491235,-1.1944935870485491,-1.847616698516906,0.6107490147546721,24.748170920777667,22.563637142462944,27.50075672205466,3800.599380090145,3653.5141454833465,0.018494774276609408,15.515545238650972,1.0141565871918394,2020-01-06
BATTERY_001,7,4.493837042419004,4.493837042419004,4.429043761419912,3.5980990609236287,3.277663221922139,3.862724702152723,-1.270801938337488,-2.4608984580502353,0.23891956572745143,25.62192106730152,22.72317941011852,28.13573688670958,3674.86364547402,3685.626542506752,0.018777221960410734,16.908618914525874,1.0146291805837384,2020-01-07
BATTERY_001,8,4.490182544445938,4.490182544445938,4.528162504870282,3.6180853076258,3.3016120359328,3.8754401497778592,-1.7503704424359823,-2.7190126987773784,-0.03526905936769564,24.65355949622446,23.024790211755615,27.452009283065184,3776.4395279886353,3609.9292041953468,0.017831372598206732,16.49899441531733,0.9916125005709282,2020-01-08
BATTERY_001,9,4.490989193054974,4.490989193054974,4.440984364346486,3.5870553361567272,3.291002183700718,3.8142608252009085,-1.5528151939983725,-2.7365279069552164,-0.1563408155018966,25.115372093324254,23.319529280514654,27.12306348851184,3643.020846884293,3102.878989275903,0.018109442181615733,16.607597052325417,1.0112598524574734,2020-01-09
BATTERY_001,10,4.484981736434558,4.484981736434558,4.416447093105142,3.5878032911896973,3.277442927858519,3.897666907644865,-1.6861207109379024,-2.9467479430490187,-0.49099607453855665,25.012028673367194,22.05667934036136,28.14304733467206,3711.078981488463,3589.7761869957626,0.018532282739491694,16.408182087543555,1.0155180492111886,2020-01-10
